osm_id,osm_way_id,name,type,aeroway,amenity,admin_leve,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags
"19204429",,Woodleigh,multipolygon,,,,,,,,,,,,,,,,,neighbourhood,,,,"""alt_name""=>""Woodleigh District"",""name:en""=>""Woodleigh"",""name:zh""=>""兀里"""
"19264707",,Toa Payoh West-Thomson,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Toa Payoh West- Thomson division is part of Bishan-Toa Payoh GRC. The other divisions are Bishan East-Sin Ming, Toa Payoh East, and Toa Payoh Central"",""name:en""=>""Toa Payoh West-Thomson"",""political_division""=>""SG:ward"",""wikidata""=>""Q13871"
"19264708",,Toa Payoh Central,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Toa Payoh Central division is part of Bishan-Toa Payoh GRC. The other divisions are Bishan East-Sin Ming, Toa Payoh East, and Toa Payoh West-Thomson"",""name:en""=>""Toa Payoh Central"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711643"""
"19264709",,Toa Payoh East,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Toa Payoh East division is part of Bishan-Toa Payoh GRC. The other divisions are Bishan East-Sin Ming, Toa Payoh Central, and Toa Payoh West-Thomson"",""name:en""=>""Toa Payoh East"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711644"""
"19264710",,Bishan-Sin Ming,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Bishan-Sin Ming division is part of Bishan-Toa Payoh GRC. The other divisions are Toa Payoh Central, Toa Payoh East and Toa Payoh West-Thomson"",""name:en""=>""Bishan-Sin Ming"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711645"""
"19264712",,Braddell Heights,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Braddell Heights division is part of Marine Parade-Braddell Heights GRC. The other divisions are Geylang Serai, Kembangan, MacPherson and Marine Parade"",""name:en""=>""Braddell Heights"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711646"
"19265140",,Cheng San,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Cheng San division is part of Ang Mo Kio GRC. The other divisions are Ang Mo Kio-Hougang, Buangkok-Fernvale South, Seletar-Serangoon and Teck Ghee"",""name:en""=>""Cheng San"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711652"""
"19265141",,Teck Ghee,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Teck Ghee division is part of Ang Mo Kio GRC. The other divisions are Ang Mo Kio-Hougang, Buangkok-Fernvale South, Cheng San and Seletar-Serangoon"",""name:en""=>""Teck Ghee"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711653"""
"19265366",,Serangoon,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Serangoon division is part of Aljunied GRC. The other divisions are Bedok Reservoir-Punggol, Eunos, Kaki Bukit and Paya Lebar"",""name:en""=>""Serangoon"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711654"""
"19357448",,Swee Builders,multipolygon,,,,,,office,,,,,,,,,,,,,,,"""addr:housenumber""=>""19A"",""addr:street""=>""Tannery Lane"""
"19729879",,,multipolygon,,parking,,,,parking,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""99"",""addr:postcode""=>""570099"",""addr:street""=>""Bishan Street 12"",""building:levels""=>""7"",""parking""=>""multi-storey"",""roof:levels""=>""1"",""roof:material""=>""grass"",""roof:shape""=>""flat"""
"19809324",,,multipolygon,,,,,,yes,,,,,,,,,,,,,,,
"19855385",,,multipolygon,,,,,,"office;yes",,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""801"",""addr:street""=>""Lorong 7 Toa Payoh"""
"19873123",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""7"",""building:part""=>""yes"""
"19873124",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""6"",""building:part""=>""yes"""
"19873125",,,multipolygon,,,,,,,,,,,,,,,,,,,,,"""building:levels""=>""4"",""building:part""=>""commercial"""
"19910118",,Kovan,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""高文"",""wikidata""=>""Q6434834"",""wikipedia""=>""en:Kovan"""
"19910119",,Woodleigh,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19910120",,Potong Pasir,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""波东巴西"",""wikidata""=>""Q7235101"",""wikipedia""=>""en:Potong Pasir"""
"19910121",,Serangoon Garden,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""实龙岗花园"",""wikidata""=>""Q7452691"",""wikipedia""=>""en:Serangoon Garden"""
"19910122",,Serangoon Central,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19910123",,Upper Paya Lebar,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19910124",,Lorong Chuan,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q6681539"""
"19910133",,Bishan,boundary,,,"6",,administrative,,,,,,,,,,,,suburb,,,,"""description""=>""Bishan Planning Area (URA)"",""name:ta""=>""??????"",""name:th""=>""??????"",""name:zh""=>""碧山"",""wikidata""=>""Q3249777"",""wikipedia""=>""en:Bishan"""
"19910136",,Central Water Catchment,boundary,,,"6",,administrative,,,,,,,,,,,,suburb,,,,"""description""=>""Central Water Catchment Planning Area (URA)"",""name:ta""=>""?????? ???? ??????????????"",""name:th""=>""?????????????????"",""name:zh""=>""中央集水区"",""wikidata""=>""Q25171659"",""wikipedia""=>""en:Central Water Catchment"""
"19910138",,Hougang,boundary,,,"6",,administrative,,,,,,,,,,,,suburb,,,,"""description""=>""Hougang Planning Area (URA)"",""name:ta""=>""???????"",""name:th""=>""????????"",""name:zh""=>""后港"",""wikidata""=>""Q10860944"",""wikipedia""=>""en:Hougang"""
"19910152",,Ang Mo Kio,boundary,,,"6",,administrative,,,,,,,,,,,,suburb,,,,"""description""=>""Ang Mo Kio Planning Area (URA)"",""name:ta""=>""??? ?? ????"",""name:th""=>""??????????"",""name:zh""=>""宏茂桥"",""wikidata""=>""Q4761845"",""wikipedia""=>""en:Ang Mo Kio"""
"19910154",,Serangoon,boundary,,,"6",,administrative,,,,,,,,,,,,suburb,,,,"""description""=>""Serangoon Planning Area (URA)"",""name:ta""=>""??????????"",""name:th""=>""?????????"",""name:zh""=>""实龙岗"",""wikidata""=>""Q10861231"",""wikipedia""=>""en:Serangoon"""
"19910156",,Novena,boundary,,,"6",,administrative,,,,,,,,,,,,suburb,,,,"""description""=>""Novena Planning Area (URA)"",""name:ta""=>""??????"",""name:th""=>""??????"",""name:zh""=>""诺维娜"",""wikidata""=>""Q985660"",""wikipedia""=>""en:Novena"""
"19910157",,Geylang,boundary,,,"6",,administrative,,,,,,,,,,,,suburb,,,,"""description""=>""Geylang Planning Area (URA)"",""name:ta""=>""??????"",""name:th""=>""?????"",""name:zh""=>""芽笼"",""wikidata""=>""Q525295"",""wikipedia""=>""en:Geylang"""
"19910158",,Toa Payoh,boundary,,,"6",,administrative,,,,,,,,,,,,suburb,,,,"""description""=>""Toa Payoh Planning Area (URA)"",""name:ta""=>""?? ????"",""name:th""=>""??????"",""name:zh""=>""大巴窑"",""wikidata""=>""Q2734905"",""wikipedia""=>""en:Toa Payoh"""
"19910164",,Kallang,boundary,,,"6",,administrative,,,,,,,,,,,,suburb,,,,"""name:ta""=>""??????"",""name:th""=>""??????"",""name:zh""=>""加冷"",""wikidata""=>""Q4216846"",""wikipedia""=>""en:Kallang"""
"19910168",,Tanglin,boundary,,,"6",,administrative,,,,,,,,,,,,suburb,,,,"""name:th""=>""???????"",""wikidata""=>""Q7683056"""
"19910182",,North-east Region,boundary,,,"5",,administrative,,,,,,,,,,,,borough,,,,"""description""=>""One of the five regions in Singapore based on URA"",""name:en""=>""North-east Region"",""name:th""=>""?????????????????????"",""wikidata""=>""Q2091495"",""wikipedia""=>""en:North-East Region, Singapore"""
"19910183",,Central Region,boundary,,,"5",,administrative,,,,,,,,,,,,borough,,,,"""description""=>""One of the five regions in Singapore based on URA"",""name:en""=>""Central Region"",""name:th""=>""???????"",""wikidata""=>""Q2091778"",""wikipedia""=>""en:Central Region, Singapore"""
"19910185",,North Region,boundary,,,"5",,administrative,,,,,,,,,,,,borough,,,,"""description""=>""One of the five regions in Singapore based on URA"",""name:en""=>""North Region"",""name:th""=>""????????"",""wikidata""=>""Q2228755"",""wikipedia""=>""en:North Region, Singapore"""
"19910194",,Sennett,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19910229",,Aljunied,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q4727609"""
"19910230",,Kallang Way,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""加冷大道"""
"19910231",,Joo Seng,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""裕盛"",""wikidata""=>""Q24947765"",""wikipedia""=>""en:Joo Seng"""
"19910232",,Bidadari,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""碧黛丽"",""wikidata""=>""Q24947530"""
"19910250",,Boon Keng,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q4943564"""
"19910251",,Geylang Bahru,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q6427019"""
"19910252",,Bendemeer,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""明地迷亚"",""wikidata""=>""Q23043489"",""wikipedia""=>""en:Bendemeer"""
"19910253",,Kallang Bahru,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q16941612"""
"19910262",,Kampong Java,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q24940281"""
"19910275",,Central Water Catchment,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""description""=>""Central Water Catchment Planning Area (URA)"",""name:ta""=>""?????? ???? ??????????????"",""name:zh""=>""中央集水区"",""wikidata""=>""Q25171659"",""wikipedia""=>""en:Central Water Catchment"""
"19910280",,Balestier,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""马里士他"",""wikidata""=>""Q4850725"",""wikipedia""=>""en:Balestier"""
"19910287",,Upper Thomson,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q12008555"",""wikipedia""=>""en:Upper Thomson (subzone)"""
"19910288",,Marymount,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q6781618"",""wikipedia""=>""en:Marymount, Singapore"""
"19910289",,Bishan East,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q11961155"""
"19910290",,Braddell,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""布莱德"""
"19910291",,Braddell,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""布莱德"""
"19910292",,Braddell,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""布莱德"""
"19910293",,Boon Teck,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19910294",,Pei Chun,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19910295",,Lorong 8 Toa Payoh,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19910296",,Kim Keat,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q2734905"""
"19910387",,Mount Pleasant,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""name:zh""=>""快乐山"""
"19910388",,Malcolm,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19910390",,Moulmein,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19910412",,Nassim,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19910450",,Chong Boon,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,"""wikidata""=>""Q5104587"""
"19910451",,Townsville,boundary,,,"7",,administrative,,,,,,,,,,,,neighbourhood,,,,
"19914049",,Moulmein-Cairnhill,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Moulmein-Cairnhill division/ward is part of Tanjong Pagar GRC. The other divisions/wards are Buona Vista, Henderson-Dawson, Tanjong Pagar-Tiong Bahru and Telok Blangah"",""name:en""=>""Moulmein-Cairnhill"",""political_division""=>""SG:ward"",""wiki"
"19914990",,Kreta Ayer-Kim Seng,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Kreta Ayer-Kim Seng division/ward is part of Jalan Besar GRC. The other divisions/wards are Kampong Glam, Kolam Ayer, and Whampoa"",""name:en""=>""Kreta Ayer-Kim Seng"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711779"""
"19914991",,Kampong Glam,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Kampong Glam division/ward is part of Jalan Besar GRC. The other divisions/wards are Kolam Ayer, Kreta Ayer-Kim Seng, and Whampoa"",""name:en""=>""Kampong Glam"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711780"""
"19914992",,Whampoa,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Whampoa division/ward is part of Jalan Besar GRC. The other divisions/wards are Kampong Glam, Kolam Ayer, and Kreta Ayer-Kim Seng"",""name:en""=>""Whampoa"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711781"""
"19914993",,Kolam Ayer,multipolygon,,,,,political,,,,,,,,,,,,,,,,"""description""=>""Kolam Ayer division/ward is part of Jalan Besar GRC. The other divisions/wards are Kampong Glam, Kreta Ayer-Kim Seng and Whampoa"",""name:en""=>""Kolam Ayer"",""political_division""=>""SG:ward"",""wikidata""=>""Q138711783"""
"20114154",,,multipolygon,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""346"",""addr:postcode""=>""329776"",""addr:street""=>""Balestier Road"",""building:flats""=>""126"",""building:levels""=>""10"""
"20198491",,Bidadari Park,multipolygon,,,,,,,,,,,,park,,,wood,,,,,,"""leaf_cycle""=>""evergreen"",""leaf_type""=>""broadleaved"",""name:zh""=>""比达达里公园"",""opening_hours""=>""24/7"",""operator""=>""National Parks Board"",""operator:short""=>""NParks"",""operator:type""=>""government"",""operator:wikidata""=>""Q6974762"""
"20615939",,,multipolygon,,parking,,,,,,,,,,,,,,,,,,,
,"33504682",Serangoon Stadium,,,,,,,,,,,,,stadium,,,,,,,,,"""name:ms""=>""Stadium Serangoon"",""name:zh""=>""实龙岗体育场"",""wikidata""=>""Q7452696"",""wikimedia_commons""=>""Category:Serangoon Stadium"",""wikipedia""=>""en:Serangoon Stadium"""
,"33504688",,,,,,,,,,,,,,pitch,,,,,,,soccer,,
,"33504691",Serangoon Swimming Complex,,,,,,,,,,,,recreation_ground,,,,,,,,,,"""name:zh""=>""实龙岗游泳体育场"""
,"34126998",Kim Keat Ripples,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""hdb"""
,"34127414",SAFRA Clubhouse (Toa Payoh),,,,,,,,,,,,recreation_ground,,,,,,,,,,"""addr:housenumber""=>""293"",""addr:street""=>""Lor 6 Toa Payoh"",""email""=>""tpclub@safra.sg"",""name:en""=>""SAFRA Clubhouse (Toa Payoh)"",""phone""=>""+65 6259 4000"",""website""=>""https://www.safra.sg/Home"""
,"36537014","221",,,,,,,yes,,,,,,,,,,,,,,,
,"36537017","220",,,,,,,yes,,,,,,,,,,,,,,,
,"36537019",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""219"""
,"36537022",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""218"""
,"36537030",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""217"""
,"36537032","222",,,,,,,yes,,,,,,,,,,,,,,,
,"36537035",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""215"",""building:levels""=>""12"""
,"36537036",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""214"",""building:levels""=>""4"""
,"36537038",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""216"""
,"36537040",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""213"""
,"36537043",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""212"""
,"36537046",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""211"",""building:levels""=>""11"""
,"37408625",Bishan-Ang Mo Kio Park,,,,,,,,,,,,,park,,,,,,,,,"""alt_name""=>""Ang Mo Kio Park"",""name:ms""=>""Taman Bishan-Ang Mo Kio"",""name:th""=>""?????????-??????????"",""name:zh""=>""碧山-宏茂桥公园"",""wikidata""=>""Q31883376"""
,"37552597",,,,,,,,yes,,,,,,,,,,,,,,,"""building:levels""=>""4"""
,"45249369",Whampoa River,,,,,,,,,,,,,,,,water,,,,,,"""name:ms""=>""Sungei Whampoa"",""name:zh""=>""黄埔河"",""water""=>""river"""
,"45250768",St Andrew's Junior College,,,college,,,,,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""5"",""addr:postcode""=>""357691"",""addr:street""=>""Sorby Adams Drive"",""email""=>""sajc@moe.edu.sg"",""fax""=>""+65 6285 0037"",""name:ms""=>""Maktab Rendah St Andrew's"",""name:zh""=>""圣安德烈初级学院"",""pho"
,"49331783",Pelton Canal,,,,,,,,,,,,,,,,water,,,,,,"""name:ms""=>""Terusan Pelton"",""name:zh""=>""佩尔顿水道"",""waterway""=>""canal"""
,"55620267",Philips TP2,,,,,,,office,,,,,,,,,,,,,,,"""addr:housenumber""=>""622"",""addr:postcode""=>""319763"",""addr:street""=>""Lorong 1 Toa Payoh"",""building:levels""=>""6"",""layer""=>""1"",""roof:levels""=>""1"""
,"55622064",Philips TP4,,,,,,,office,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""5"",""addr:street""=>""Toa Payoh West"""
,"55625607",SJII Visitors Car Park,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"",""operator""=>""SJI International"",""parking""=>""surface"""
,"74694899",Catholic High School,,,school,,,,,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""9"",""addr:postcode""=>""579767"",""addr:street""=>""Bishan Street 22"",""check_date""=>""2023-01-02"",""denomination""=>""catholic"",""fee""=>""yes"",""name:ms""=>""Sekolah Tinggi Catholic"",""name:zh""=>""公教中学"
,"74703837",Singapore Polo Club,,,,,,,,,,,,,pitch,,,,,,,equestrian,,"""name:zh""=>""新加坡马球俱乐部"",""surface""=>""grass"",""website""=>""http://www.singaporepoloclub.org/"""
,"74703857",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"74715098",Mount Alvernia Hospital,,,hospital,,,,,,,,,,,,,,,,,,,"""addr:housenumber""=>""820"",""addr:postcode""=>""574623"",""addr:street""=>""Thomson Road"",""emergency""=>""yes"",""healthcare""=>""hospital"",""name:ms""=>""Hospital Mount Alvernia"",""name:zh""=>""安微尼亚山医院"",""website""=>""https://mtalvernia.sg/"",""wikidata""=>""Q6919390"",""wik"
,"75626561",Sennett Estate,,,,,,,,,,,,residential,,,,,,,,,,"""alt_name:zh""=>""信立村"",""name:zh""=>""信立新村"",""residential""=>""landed"""
,"79158330",Pitch 1,,,,,,,,,,,,,pitch,,,,,,,soccer,,"""reservation""=>""recommended"",""surface""=>""grass"",""website""=>""https://www.thearenasg.com/"""
,"79158352",Carmichael Road Playground,,,,,,,,,,,,,park,,,,,,,,,"""name:ms""=>""Taman Permainan Carmichael Road"",""name:zh""=>""卡迈哥路公园"""
,"79159430",Australian International School Singapore,,,school,,,,,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""1"",""addr:postcode""=>""556818"",""addr:street""=>""Lorong Chuan"",""education""=>""school"",""name:ms""=>""Sekolah Antarabangsa Australia Singapura"",""name:zh""=>""澳大利亚国际学校"",""operator""=>""Cognita"","
,"79159520",,,,,,,,,,,,,brownfield,,,,,,,,,,"""description""=>""Former SBS HQ + SBST Braddelll Bus Park"""
,"91555261",,,,,,,,yes,,,,,,,,,,,,,,,"""building:levels""=>""2"""
,"91555264",Public Utilities Board (PUB) Recreation Club,,,,,,,yes,,,,,,,,,,,,,,,"""addr:country""=>""SG"",""addr:housenumber""=>""48"",""addr:postcode""=>""357844"",""addr:street""=>""Woodleigh Park"",""building:levels""=>""2"""
,"91555270",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"""
,"91555271",Public Utilities Board,,,,,,,,,,,,commercial,,,,,,,,,,
,"91555274",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""1A"",""addr:postcode""=>""357874"",""addr:street""=>""Woodleigh Park"",""building:levels""=>""4"""
,"91557235",Public Utilities Board (PUB) Recreation Club,,,,,,,,,,,,commercial,,,,,,,,,,
,"91557237",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"""
,"92028847",Bethel Presbyterian Church,,,place_of_worship,,,,yes,,,,,,,,,,,,,,,"""addr:country""=>""SG"",""addr:housenumber""=>""12"",""addr:postcode""=>""359110"",""addr:street""=>""Jalan Lateh"",""religion""=>""christian"",""wheelchair""=>""limited"""
,"92028848",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"""
,"92831057",,,,,,,,,,,,,,pitch,,,,,,,multi,,"""access""=>""private"",""surface""=>""grass"""
,"92831058",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private"""
,"93026185",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""135"",""addr:postcode""=>""556114"",""addr:street""=>""Serangoon Avenue 3"",""building:levels""=>""12"",""building:use""=>""residential"""
