asset_type,source_asset_type,logical_name,expected_path,resolved_path,required_for_execution,commit_safe,exists,is_path_like,readiness_status,notes,next_manual_check
raster_tile,raster_tile,TP_0627_dsm_buildings,data/solweig/v12_n24_tiles/TP_0627/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0627/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0627/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0627_dem,data/solweig/v12_n24_tiles/TP_0627/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0627/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0627/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0627_vegetation_base,data/solweig/v12_n24_tiles/TP_0627/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0627/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0627/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0627_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0627/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0627/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0627/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0627_wall_height,data/solweig/v12_n24_tiles/TP_0627/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0627/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0627/wall_height.tif
raster_tile,raster_tile,TP_0627_wall_aspect,data/solweig/v12_n24_tiles/TP_0627/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0627/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0627/wall_aspect.tif
svf_zip,svf_zip,TP_0627_svf_base,data/solweig/v12_n24_tiles/TP_0627/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0627/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0627/svf_base/svfs.zip
svf_zip,svf_zip,TP_0627_svf_overhead,data/solweig/v12_n24_tiles/TP_0627/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0627/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0627/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0676_focus_cell,data/solweig/v12_n24_tiles/TP_0676/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0676/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0676/focus_cell.geojson
raster_tile,raster_tile,TP_0676_dsm_buildings,data/solweig/v12_n24_tiles/TP_0676/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0676/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0676/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0676_dem,data/solweig/v12_n24_tiles/TP_0676/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0676/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0676/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0676_vegetation_base,data/solweig/v12_n24_tiles/TP_0676/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0676/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0676/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0676_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0676/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0676/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0676/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0676_wall_height,data/solweig/v12_n24_tiles/TP_0676/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0676/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0676/wall_height.tif
raster_tile,raster_tile,TP_0676_wall_aspect,data/solweig/v12_n24_tiles/TP_0676/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0676/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0676/wall_aspect.tif
svf_zip,svf_zip,TP_0676_svf_base,data/solweig/v12_n24_tiles/TP_0676/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0676/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0676/svf_base/svfs.zip
svf_zip,svf_zip,TP_0676_svf_overhead,data/solweig/v12_n24_tiles/TP_0676/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0676/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0676/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0773_focus_cell,data/solweig/v12_n24_tiles/TP_0773/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0773/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0773/focus_cell.geojson
raster_tile,raster_tile,TP_0773_dsm_buildings,data/solweig/v12_n24_tiles/TP_0773/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0773/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0773/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0773_dem,data/solweig/v12_n24_tiles/TP_0773/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0773/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0773/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0773_vegetation_base,data/solweig/v12_n24_tiles/TP_0773/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0773/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0773/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0773_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0773/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0773/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0773/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0773_wall_height,data/solweig/v12_n24_tiles/TP_0773/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0773/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0773/wall_height.tif
raster_tile,raster_tile,TP_0773_wall_aspect,data/solweig/v12_n24_tiles/TP_0773/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0773/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0773/wall_aspect.tif
svf_zip,svf_zip,TP_0773_svf_base,data/solweig/v12_n24_tiles/TP_0773/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0773/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0773/svf_base/svfs.zip
svf_zip,svf_zip,TP_0773_svf_overhead,data/solweig/v12_n24_tiles/TP_0773/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0773/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0773/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0835_focus_cell,data/solweig/v12_n24_tiles/TP_0835/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0835/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0835/focus_cell.geojson
raster_tile,raster_tile,TP_0835_dsm_buildings,data/solweig/v12_n24_tiles/TP_0835/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0835/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0835/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0835_dem,data/solweig/v12_n24_tiles/TP_0835/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0835/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0835/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0835_vegetation_base,data/solweig/v12_n24_tiles/TP_0835/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0835/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0835/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0835_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0835/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0835/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0835/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0835_wall_height,data/solweig/v12_n24_tiles/TP_0835/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0835/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0835/wall_height.tif
raster_tile,raster_tile,TP_0835_wall_aspect,data/solweig/v12_n24_tiles/TP_0835/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0835/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0835/wall_aspect.tif
svf_zip,svf_zip,TP_0835_svf_base,data/solweig/v12_n24_tiles/TP_0835/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0835/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0835/svf_base/svfs.zip
svf_zip,svf_zip,TP_0835_svf_overhead,data/solweig/v12_n24_tiles/TP_0835/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0835/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0835/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0857_focus_cell,data/solweig/v12_n24_tiles/TP_0857/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0857/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0857/focus_cell.geojson
raster_tile,raster_tile,TP_0857_dsm_buildings,data/solweig/v12_n24_tiles/TP_0857/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0857/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0857/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0857_dem,data/solweig/v12_n24_tiles/TP_0857/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0857/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0857/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0857_vegetation_base,data/solweig/v12_n24_tiles/TP_0857/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0857/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0857/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0857_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0857/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0857/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0857/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0857_wall_height,data/solweig/v12_n24_tiles/TP_0857/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0857/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0857/wall_height.tif
raster_tile,raster_tile,TP_0857_wall_aspect,data/solweig/v12_n24_tiles/TP_0857/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0857/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0857/wall_aspect.tif
svf_zip,svf_zip,TP_0857_svf_base,data/solweig/v12_n24_tiles/TP_0857/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0857/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0857/svf_base/svfs.zip
svf_zip,svf_zip,TP_0857_svf_overhead,data/solweig/v12_n24_tiles/TP_0857/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0857/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0857/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0960_focus_cell,data/solweig/v12_n24_tiles/TP_0960/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0960/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0960/focus_cell.geojson
raster_tile,raster_tile,TP_0960_dsm_buildings,data/solweig/v12_n24_tiles/TP_0960/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0960/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0960/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0960_dem,data/solweig/v12_n24_tiles/TP_0960/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0960/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0960/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0960_vegetation_base,data/solweig/v12_n24_tiles/TP_0960/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0960/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0960/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0960_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0960/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0960/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0960/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0960_wall_height,data/solweig/v12_n24_tiles/TP_0960/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0960/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0960/wall_height.tif
raster_tile,raster_tile,TP_0960_wall_aspect,data/solweig/v12_n24_tiles/TP_0960/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0960/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0960/wall_aspect.tif
svf_zip,svf_zip,TP_0960_svf_base,data/solweig/v12_n24_tiles/TP_0960/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0960/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0960/svf_base/svfs.zip
