candidate_order,cell_id,focus_cell_size_m,tile_buffer_m,tile_width_m,raster_resolution_m,expected_tile_pixels_x,expected_tile_pixels_y,tile_spec_status,tile_bounds_status,focus_cell_geojson,asset_folder,convention_source,claim_boundary
1,TP_0972,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
136,TP_0713,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0713/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0713,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
137,TP_0221,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0221/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0221,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
138,TP_0573,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0573/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0573,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
139,TP_0103,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0103/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0103,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
140,TP_0045,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0045/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0045,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
141,TP_0556,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0556/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0556,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
142,TP_0278,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0278/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0278,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
143,TP_0320,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0320/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0320,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
144,TP_0834,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0834/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0834,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
145,TP_0636,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0636/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0636,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
146,TP_0024,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0024/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0024,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
147,TP_0861,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0861/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0861,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
148,TP_0123,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0123/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0123,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
149,TP_0117,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0117/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0117,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
150,TP_0277,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0277/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0277,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
